accident_id,source,source_id,date,latitude,longitude,state,location_name,route_name,route_grade,accident_type,activity,severity,fatalities,injuries,description
3400,aac,1288,2002-06-15,37.71570000000001,-119.6375,California,"Yosemite Valley, Middle Cathedral Rock",Direct North Buttress,,rockfall,rock_climbing,serious,0,1,"A climber pulled on a loose rock, causing a rockfall that injured him, resulting in a fractured humerus and dislocated shoulder."
3401,aac,1289,2002-09-15,37.74557009999999,-119.5936038,California,"Yosemite Valley, Lost Brother",,5.6,rockfall,rock_climbing,serious,0,1,"Climber pulled on a large detached block which fell, causing the climber to fall down a chimney/gully, resulting in broken ribs and other injuries."
3402,aac,1290,2000-06-02,63.06916889999999,-151.0069842,Alaska,"Mount McKinley, Direct West Buttress",Direct West Buttress,,medical,mountaineering,minor,0,1,"Climbers on the Direct West Buttress experienced fatigue, dehydration, and a possible pulmonary infection, requiring assistance from NPS volunteers to descend."
3403,aac,1291,2018-05-27,63.06916889999999,-151.0069842,Alaska,"Mount McKinley, West Buttress",,,medical,mountaineering,serious,0,1,A solo climber was evacuated from Mount McKinley's West Buttress due to HACE and HAPE after becoming disoriented and ataxic during a summit attempt.
3404,aac,1293,2002-01-15,34.2430754,-116.8290156,California,"Sugar Loaf, Sugar Loaf",east chimney,5.7,rockfall,rock_climbing,minor,0,1,"A climber fell after loose chalkstones came away while climbing the east chimney route at Sugar Loaf, resulting in an avulsion fracture and a gash requiring stitches."
3405,aac,1294,2002-08-15,38.7945952,-106.5348379,,"Selkirk Mountains South, Mount Billy Budd",,,fall,mountaineering,fatal,1,0,"A climber slipped on a snow patch while descending Mount Billy Budd without an ice ax or rope, was unable to self-arrest, and fell 300 meters on snow and then tumbled 20 meters onto rock, resulting in fatal head injuries."
3406,aac,1295,2002-08-15,38.7945952,-106.5348379,,"Selkirk Mountains, Palisade Mountain",,,fall,mountaineering,serious,0,1,"A climber slipped on a snow slope, failed to self-arrest, hit a boulder, and tumbled over rock talus, resulting in a serious hip injury and requiring helicopter evacuation."
3407,aac,1296,2002-08-15,34.99474410000001,-85.2256635,,"Banff National Park, Mount Temple, East Ridge",Aemmer Couloir variation,IV 5.7,medical,alpine_climbing,minor,0,0,A solo climber on Mount Temple experienced neurological problems and was rescued after bivying on the ridge.
3408,aac,1297,2023-09-28,38.7945952,-106.5348379,,"Banff National Park, The Finger",,5.5,weather,rock_climbing,minor,0,0,Two climbers were overdue after spending the night on a ledge on The Finger due to early season snowfalls and were rescued by helicopter.
3409,aac,1298,2002-07-01,39.3589634,-81.71624229999999,,"Waterton Lakes National Park, Crandell Mountain, Tick Ridge",Tick Ridge,,stranded,mountaineering,minor,0,0,"A large group of inexperienced climbers became stranded after descending into progressively steeper terrain and being blocked by cliffs, requiring a helicopter rescue."
3410,aac,1299,2002-07-15,38.7945952,-106.5348379,,"Peter Lougheed Provincial Park, Mount Brock, Southwest Face",,5.6,weather,rock_climbing,minor,0,0,A solo climber got stranded on Mount Brock due to changing weather conditions and inadequate equipment after deviating from his planned route and had to be rescued.
3411,aac,1300,2002-11-15,44.27058539999999,-71.3032723,New Hampshire,"Mount Washington, Tuckerman Ravine",open book,,avalanche,ice_climbing,fatal,2,1,"Climbers in Tuckerman Ravine triggered an avalanche; two climbers were swept away and died from trauma, and another climber was injured."
3412,aac,1301,2002-05-15,45.5378947,-121.568408,Oregon,"Mount Hood, Standard Route",Standard Route,,crevasse,mountaineering,fatal,3,6,"Climbers descending Mount Hood fell into a crevasse after losing their footing and being unable to self-arrest, pulling other climbers into the fall, resulting in fatalities and injuries."
3413,aac,1303,2002-07-01,44.3612308,-121.1495876,Oregon,"Smith Rock, Spiderman",Spiderman,5.7,fall,rock_climbing,serious,0,1,"A climber fell 12-15 feet on the first pitch of Spiderman due to inadequate protection, rope stretch, and a dynamic belay, resulting in a broken ankle."
3414,aac,1304,2002-10-15,48.4537144,-122.625449,Washington,"Mount Erie, Snag Buttress",ZigZag,5.7,fall,rock_climbing,serious,0,1,"A climber with limited experience in placing protection fell after climbing too high above their last piece, resulting in a dislocated ankle and a spiral fracture of the fibula."
3415,aac,1305,2002-06-15,44.0656474,-71.1644143,New Hampshire,"Cathedral Ledge, Cathedral Ledge",Recompense,5.9,fall,rock_climbing,serious,0,1,"A climber fell while leading the first pitch of Recompense due to inadequate protection, poor technique, and slippery shoes, resulting in a compound ankle fracture."
3416,aac,1306,2002-09-08,35.9049395,-81.8948848,North Carolina,"Linville Gorge Wilderness Area, North Carolina Wall",Bumblebee Buttress,5.8,fall,rock_climbing,fatal,1,0,"A climber fell while attempting to clip his fifth piece of protection; the fourth piece pulled out due to rock failure, resulting in a fatal fall to the base of the route. He was not wearing a helmet."
3417,aac,1307,2002-11-15,40.5717096,-111.7528958,Utah,"Little Cottonwood Canyon, Gate Buttress",Perhaps,5.7,fall,rock_climbing,serious,0,1,"A climber fell while leading the second pitch of Perhaps when a fixed piton pulled, resulting in fractures and requiring SAR assistance."
3418,aac,1308,2002-09-15,47.0273538,-120.0008874,Washington,"Frenchman's Coulee, Air Guitar",Air Guitar,5.10a,fall,rock_climbing,fatal,1,0,"A climber fell while leading Air Guitar, a 5.10a crack, after a cam pulled and a carabiner broke, resulting in fatal head injuries."
3419,aac,1309,2002-10-14,43.7653773,-71.4674794,New Hampshire,"Eagle Cliff, Shape Shifters",Shape Shifters,,fall,rock_climbing,minor,0,1,"A climber fell after a hook popped while attempting to free an aid climb; the rope was cut by a sharp edge during the fall, but the climber survived with minor injuries."
3420,aac,1311,2002-05-15,37.2982022,-113.0263005,Utah,"Zion National Park, Spaceshot",Spaceshot,,rappel_error,rock_climbing,fatal,1,0,"A climber fell to his death while rappelling from Spaceshot in Zion National Park, likely due to an improperly tied or failed knot."
3421,aac,1312,2002-05-15,46.85230749999999,-121.7603229,Washington,"Mount Rainier National Park, Mount Rainier, Liberty Ridge",Liberty Ridge,,weather,mountaineering,fatal,3,0,"A climbing team encountered a fierce storm while descending from Liberty Cap on Mount Rainier, leading to disorientation, falls, and exposure, resulting in three fatalities."
3422,aac,1313,2020-02-22,36.3865267,-80.4695023,North Carolina,"Pilot Mountain State Park, cliff top below the Ledge Springs Trail",,,fall,rock_climbing,serious,0,1,"Brian Zimmerman fell approximately 30 feet while free-soloing to set up a top rope climb, sustaining head, elbow, and leg injuries."
3423,aac,1314,2002-05-15,35.8833569,-106.3672517,New Mexico,"Jemez Mountains, Yoyo Pit",,,fall,other,fatal,1,0,A man fell to his death while attempting to retrieve his cell phone from a pit using inadequate equipment and without a harness or friction device.
3424,aac,1315,2002-07-01,44.4078645,-73.5047364,New York,"Adirondacks, Poke-O-Moonshine",Positive Thinking,,fall,ice_climbing,fatal,1,1,"Ice broke off the first pitch of ""Positive Thinking"" on Poke-O-Moonshine, taking a climber with it, resulting in a fatality and minor injuries to the climbing partner."
3425,aac,1316,2002-09-15,46.8487192,-121.7389846,Washington,"Mount Rainier, Disappointment Cleaver",Disappointment Cleaver,,rockfall,mountaineering,fatal,1,0,A climber was struck and killed by falling rock while climbing the Disappointment Cleaver route on Mount Rainier.
3426,aac,1317,2002-06-15,46.8737185,-121.772042,Washington,"Mount Rainier, Liberty Ridge",Liberty Ridge,,rockfall,mountaineering,serious,0,1,"A climber was struck in the head by a rock while ascending Liberty Ridge on Mount Rainier, resulting in a head injury and subsequent rescue involving a helicopter crash."
3427,aac,1318,2002-07-15,37.801087,-112.9363354,Utah,"Lone Peak, Lone Peak summit",The Open Book,5.7,weather,rock_climbing,fatal,2,0,Two climbers were killed by a lightning strike on the summit of Lone Peak after completing a five-pitch climb.
3428,aac,1320,2002-11-15,44.3682459,-121.1405815,Oregon,"Smith Rock State Park, Left Slab Crack",Left Slab Crack,5.4,fall,rock_climbing,serious,0,1,"A climber fell approximately 30 feet to the ground after the rope ran out during a lowering, resulting in injuries including a head wound, bruised kidney, and bruised lung."
3429,aac,1323,2003-06-15,63.06916889999999,-151.0069842,Alaska,"Mount McKinley, West Buttress",,,medical,mountaineering,minor,0,0,"A 15-year-old experienced acute mountain sickness and was left unsupervised at basecamp while his father attempted to climb the mountain, raising concerns about child endangerment."
3430,aac,1325,2003-01-10,34.2249455,-118.0564071,,"Banff National Park, Mount Wilson, Wilson Major",Wilson Major,WI III,avalanche,ice_climbing,serious,0,1,Two climbers approaching Wilson Major triggered a slab avalanche and were swept into trees; one suffered a broken ankle.
3431,aac,1326,2000-02-01,38.7945952,-106.5348379,,"Glacier National Park, Mount Cheops",,,avalanche,other,fatal,7,0,"A high school backcountry ski group was buried by an avalanche on Mount Cheops, resulting in seven fatalities."
3432,aac,1327,2003-01-20,48.5217475,-112.9196649,,"Selkirk Mountains North, Durrand Glacier",,,avalanche,mountaineering,fatal,7,1,"A group of eleven backcountry skiers was caught in an avalanche, resulting in seven fatalities and one injury."
3433,aac,1328,2023-03-13,38.7945952,-106.5348379,,"Alberta, Canmore, Mount Lady MacDonald",,,avalanche,mountaineering,fatal,1,0,"A solo climber was caught in an avalanche on Mount Lady MacDonald and buried in debris, resulting in death by suffocation."
3434,aac,1329,2023-11-11,40.6668916,-111.8879909,,"Peter Lougheed Park, Mount Murray",R & D,,avalanche,ice_climbing,serious,0,1,"A party of ice climbers on Mount Murray was hit by two avalanches, resulting in one climber breaking a leg."
3435,aac,1330,2003-07-15,53.1083,-119.155,,"Mount Robson Provincial Park, Mount Robson",Fuhrer Ridge,,crevasse,mountaineering,fatal,1,0,A solo climber disappeared while climbing Mount Robson's Fuhrer Ridge and is presumed to have fallen into a crevasse.
3436,aac,1331,2003-05-15,63.06916889999999,-151.0069842,Alaska,"Mount McKinley, West Rib",West Rib,,medical,mountaineering,minor,0,1,"A climber on the West Rib of Mount McKinley suffered frostbite due to dehydration and inability to access mittens, requiring a helicopter evacuation."
3437,aac,1332,2003-06-15,63.06916889999999,-151.0069842,Alaska,"Mount McKinley, Messner Couloir",Messner Couloir,,weather,mountaineering,minor,0,3,"A climbing party on Mount McKinley's Messner Couloir experienced dehydration, exhaustion, and minor frostbite due to slow progress and failure to turn back, requiring a helicopter rescue."
3438,aac,1333,2003-06-15,63.06916889999999,-151.0069842,Alaska,"Mount McKinley, West Buttress",,,medical,mountaineering,minor,0,2,"A client lacerated their cheek due to a bent braces collar, and a climber fractured a bicuspid, both requiring medical attention."
3439,aac,1334,2003-08-15,38.7945952,-106.5348379,,"Mount Robson Provincial Park, Mount Robson, Robson Glacier, Mousetrap",,,crevasse,mountaineering,serious,0,1,"A climber fell through a snow bridge over a crevasse on the Robson Glacier, sustaining rib and shoulder injuries from falling snow and ice blocks; a rescue was performed with assistance from another climbing party."
3440,aac,1335,2003-01-15,40.9367195,-83.8224376,,"Banff National Park, Five Mile Creek, Mount Cory, Dumber",Dumber,,fall,ice_climbing,serious,0,1,G.H. dislocated his kneecap while top-roping on ice after his foot slipped.
3441,aac,1336,2000-03-01,40.4966567,-74.4442802,,"New Brunswick, The Quarry",,,fall,ice_climbing,serious,0,1,"A climber fell while ice climbing after a tool placement in a bulge shattered, leading to a broken ankle and a slide down a ramp."
3442,aac,1337,2023-02-09,38.7945952,-106.5348379,,"Banff National Park, Mount Murchison, Balfour Wall",,,fall,ice_climbing,serious,0,1,"R.C. fell while leading an ice climb on the Balfour Wall after his tools pulled, resulting in two broken ankles."
3443,aac,1338,2023-02-13,38.7945952,-106.5348379,,"Alberta, Banff National Park, Johnston Canyon",,,fall,ice_climbing,serious,0,1,"L.R. fell while climbing unroped on low-angle ice in Johnston Canyon, breaking her ankle and lower leg."
3444,aac,1339,2003-10-15,38.7945952,-106.5348379,,"Banff National Park, Back of the Lake Crag",Ash Wednesday,10.b,fall,rock_climbing,serious,0,1,T. fell while leading the Ash Wednesday route at Back of the Lake Crag and fractured his fibula.
3445,aac,1340,2023-07-23,38.7945952,-106.5348379,,"Alberta, Banff National Park, Moraine Lake, Schiesser Ledges Route",Schiesser Ledges Route,,fall,mountaineering,fatal,1,1,"G.A. fell off the side of a moraine and tumbled about 50 meters down the steep side wall, sustaining a head injury and facial trauma, and later died in the hospital due to blood clots."
3446,aac,1341,2023-08-06,38.7945952,-106.5348379,,"British Columbia, Squamish, Lower Malamute area",,,fall,rock_climbing,serious,0,1,A 23-year-old male from the United States fell while rock climbing in the Lower Malamute area and was transported to the Squamish Hospital with possible back injuries.
3447,aac,1342,2003-05-15,37.74557009999999,-119.5936038,California,"Yosemite Valley, Manure Pile Buttress",Nutcracker,5.8,fall,rock_climbing,serious,0,1,"Irene fell while attempting a crux move on the final pitch of Nutcracker, resulting in a bi-malleolar fracture dislocation of her left ankle."
3448,aac,1343,2003-07-15,38.7945952,-106.5348379,,"Kananaskis Country, Mount Lorette",South Ridge,5.6,fall,rock_climbing,fatal,1,0,A solo climber fell approximately 150-200 feet down a scree slope on Mount Lorette's South Ridge and died.
